,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumWebPurchases,NumWebVisitsMonth,Month_Customer,Age,Children,Is_Parent,Family_Size,Total_Compaign_Accepted,Offline Purchases,KMean_cluster
658,4,73059.0,36,410,112,420,0,82,71,9,4,17,68,1,1,3,0,17,2
659,4,46734.0,86,100,1,39,6,1,76,3,6,15,49,3,1,4,1,9,3
660,2,56253.0,83,509,0,65,7,11,5,7,6,25,52,1,1,3,0,15,2
661,2,19986.0,74,3,6,5,0,2,6,0,7,14,30,1,1,3,0,4,1
662,2,58330.0,87,445,53,213,104,98,151,6,4,13,40,1,1,2,0,18,2
663,1,25965.0,29,2,2,11,41,7,11,2,8,28,35,0,0,2,0,4,1
664,3,14661.0,88,4,1,11,6,2,2,1,6,24,59,0,0,2,0,4,1
665,2,18690.0,77,6,1,7,23,4,19,1,8,25,56,0,0,2,0,4,1
666,4,45068.0,25,14,0,3,0,0,3,1,7,20,41,1,1,3,0,3,3
667,1,21063.0,34,1,10,11,19,3,15,2,6,16,28,1,1,2,0,5,1
668,4,29187.0,43,26,0,6,0,0,2,1,8,20,47,1,1,3,0,4,3
669,0,54690.0,76,111,16,37,7,9,18,3,3,14,44,2,1,4,0,9,3
670,4,59304.0,81,418,61,428,80,51,10,7,5,18,51,1,1,3,0,21,2
671,3,59247.0,87,327,9,122,19,14,83,5,6,14,53,2,1,3,0,16,2
672,2,66731.0,33,371,159,194,58,106,141,4,3,28,45,1,1,2,0,13,2
673,2,77353.0,38,275,59,107,69,101,59,6,4,13,35,1,1,3,0,14,2
674,4,52614.0,63,789,0,142,12,9,38,2,8,25,40,1,1,2,0,14,2
675,2,26751.0,26,1,1,5,0,3,1,1,8,8,41,2,1,4,0,3,3
676,4,81300.0,17,1004,12,145,32,12,36,10,5,27,52,1,1,3,1,11,2
677,2,70337.0,75,187,81,149,25,43,91,2,1,12,36,0,0,1,0,15,0
678,0,36145.0,13,56,4,76,17,1,18,4,9,19,30,1,1,3,1,8,1
679,4,65295.0,19,365,32,117,34,110,6,3,2,13,35,0,0,1,0,17,0
680,2,68118.0,51,595,23,123,10,23,154,8,6,15,52,1,1,2,0,15,2
681,2,68743.0,81,1132,134,384,175,134,115,11,7,29,48,0,0,1,0,19,0
682,0,41039.0,32,34,11,137,179,61,45,8,8,18,33,0,0,2,0,7,1
683,2,38946.0,84,116,6,82,6,6,41,3,5,15,60,1,1,3,0,9,3
684,2,65777.0,87,565,32,435,28,32,54,2,1,13,48,0,0,2,0,15,0
685,4,66476.0,99,372,18,126,47,48,78,5,4,22,39,1,1,2,0,15,2
686,4,86857.0,96,899,102,838,133,102,40,5,2,28,43,0,0,1,0,17,0
687,4,160803.0,21,55,16,1622,17,3,4,0,0,29,33,0,0,2,0,44,0
688,4,77845.0,40,760,40,480,0,40,26,3,1,8,26,0,0,2,2,18,0
689,4,69476.0,3,260,86,559,63,9,67,4,2,16,46,0,0,2,0,11,0
690,4,50611.0,98,459,0,24,6,0,4,4,6,27,55,1,1,2,1,18,2
691,2,61209.0,73,466,0,224,119,49,99,5,2,17,45,0,0,1,0,8,0
692,3,42315.0,90,67,15,80,17,11,80,1,3,18,57,1,1,3,0,11,3
693,1,13084.0,29,2,0,7,3,7,10,1,6,14,63,0,0,2,0,4,1
694,3,47570.0,3,67,1,20,0,2,31,2,7,20,66,2,1,3,0,7,3
695,3,61923.0,94,92,4,18,3,3,6,2,3,18,54,2,1,4,0,6,3
696,2,34824.0,65,4,2,11,2,0,4,1,6,10,20,0,0,1,0,3,1
697,4,26518.0,33,20,1,28,3,3,2,2,8,21,66,2,1,3,0,6,3
698,2,45938.0,46,273,11,178,62,83,29,8,6,14,54,0,0,1,0,12,0
699,2,78468.0,29,434,22,388,104,22,34,10,4,9,55,0,0,2,1,18,0
700,2,78901.0,99,321,11,309,33,26,34,9,4,16,42,1,1,2,0,11,2
701,2,71427.0,26,212,123,177,15,64,23,8,4,10,37,2,1,4,0,12,2
702,2,71022.0,30,909,12,278,0,12,242,5,8,11,37,1,1,2,1,16,2
703,3,90247.0,27,1184,32,352,21,16,16,3,1,9,27,0,0,1,3,12,0
704,3,41335.0,24,112,19,21,16,14,5,4,7,13,47,1,1,2,0,8,3
705,2,71952.0,93,656,80,455,52,107,93,8,4,24,29,1,1,3,2,14,2
706,4,35682.0,34,23,0,8,6,2,18,1,2,7,45,1,1,2,0,5,3
707,2,43185.0,88,537,6,42,16,6,30,9,8,21,64,1,1,2,0,11,2
708,4,66375.0,96,712,0,45,0,0,191,2,7,14,67,1,1,3,1,12,2
709,3,35178.0,10,23,1,13,2,2,18,1,7,24,44,1,1,3,1,4,3
710,2,25252.0,26,1,3,4,2,2,6,1,8,18,29,1,1,3,0,3,1
711,3,55250.0,49,664,58,83,32,0,66,7,5,27,50,1,1,2,0,19,2
712,2,33249.0,11,6,10,21,19,14,42,2,6,23,40,1,1,2,0,6,1
713,2,58398.0,44,299,5,201,21,21,49,5,4,20,62,0,0,2,0,15,2
714,2,50272.0,75,99,13,66,43,8,4,4,7,17,33,1,1,3,0,9,1
715,4,76618.0,64,749,40,294,121,160,147,3,1,25,40,0,0,2,0,8,0
716,0,87305.0,19,345,25,501,63,138,80,5,2,28,55,0,0,1,1,12,0
717,2,25851.0,45,9,4,18,7,5,5,2,7,23,37,1,1,3,0,5,1
718,2,58710.0,77,440,81,368,0,122,174,11,6,22,45,1,1,2,0,20,2
719,2,45160.0,9,8,2,5,3,0,3,1,7,10,57,2,1,3,0,3,3
720,3,74806.0,1,670,9,249,0,28,9,5,4,25,50,1,1,3,0,11,2
721,2,59111.0,90,524,0,134,28,28,155,11,7,20,61,0,0,2,0,10,2
722,4,18988.0,43,6,0,6,2,1,1,1,7,8,31,1,1,3,0,5,3
723,2,72190.0,79,597,166,597,172,166,249,5,3,23,50,0,0,2,0,11,0
724,2,7500.0,19,7,0,12,13,7,32,4,9,29,39,1,1,3,1,8,1
725,2,44794.0,99,54,0,7,0,0,4,2,6,7,49,1,1,3,0,4,3
726,2,80395.0,62,445,25,706,80,76,48,6,2,14,60,0,0,2,1,18,0
727,3,75012.0,41,294,142,218,164,58,151,3,1,12,39,0,0,1,0,20,0
728,3,56962.0,60,292,3,77,10,3,26,6,7,15,50,3,1,5,0,15,3
729,2,89891.0,17,412,22,132,59,28,183,11,4,21,24,0,0,2,1,15,0
730,4,35946.0,24,8,0,3,0,0,0,0,5,16,66,2,1,3,0,4,3
731,4,53593.0,60,349,4,78,6,0,43,7,8,29,62,2,1,4,0,16,2
732,2,66373.0,57,328,9,124,12,24,109,4,3,19,37,2,1,4,0,19,2
733,4,45072.0,74,144,2,99,7,2,30,6,8,15,67,3,1,4,0,10,3
734,2,89694.0,22,1126,28,211,37,28,42,4,5,15,42,2,1,3,3,10,2
735,2,72025.0,46,967,0,617,43,50,0,4,2,9,66,0,0,2,3,22,0
736,2,67432.0,69,432,79,341,177,136,170,8,4,22,42,1,1,3,0,11,2
737,3,70545.0,29,138,39,63,55,18,21,4,2,7,63,1,1,3,0,9,3
738,1,17487.0,37,0,0,1,7,4,6,1,7,22,26,1,1,3,0,3,1
739,2,62882.0,26,509,133,497,78,24,97,7,4,29,46,1,1,3,0,13,2
740,4,64108.0,8,948,10,86,13,21,21,6,5,22,62,1,1,2,0,24,2
741,3,34941.0,26,39,2,25,4,3,24,3,8,22,59,2,1,4,0,5,3
742,4,48767.0,79,28,1,21,3,0,10,2,5,12,65,3,1,4,0,7,3
743,0,38702.0,71,13,11,24,13,8,40,3,6,17,37,1,1,3,0,6,1
744,2,82224.0,83,307,26,360,138,31,40,6,3,12,51,0,0,2,1,15,0
745,2,83844.0,57,901,31,345,75,31,191,4,1,20,63,0,0,2,1,16,0
746,0,17003.0,37,2,5,12,4,8,7,2,5,13,40,1,1,3,0,7,1
747,2,71163.0,30,283,17,372,138,106,44,3,1,10,20,0,0,1,0,21,0
748,2,33697.0,34,4,3,7,0,3,11,1,7,16,45,1,1,2,1,3,1
749,0,63564.0,0,769,80,252,15,34,65,10,6,12,61,0,0,2,1,18,0
750,4,83443.0,89,518,42,742,55,56,84,6,2,13,43,0,0,2,0,16,0
751,4,51518.0,92,350,8,66,17,4,4,3,3,15,57,1,1,3,0,14,3
752,2,58330.0,87,445,53,213,104,98,151,6,4,13,40,1,1,2,0,18,2
753,2,80952.0,20,778,178,689,41,27,44,8,8,23,46,0,0,2,3,17,0
754,2,75507.0,56,709,93,374,104,80,80,8,3,8,36,0,0,2,0,13,0
755,0,63855.0,28,359,35,314,93,116,89,7,4,23,37,0,0,2,0,17,0
756,4,62220.0,55,799,12,375,16,12,12,7,6,29,43,1,1,3,0,16,2
757,2,58512.0,25,895,10,101,13,0,152,3,8,16,51,1,1,3,0,17,2
758,3,40662.0,0,40,2,23,0,4,23,2,4,22,36,1,1,3,0,6,1
759,4,38829.0,86,76,0,7,0,0,16,3,5,9,56,1,1,3,0,5,3
760,0,35523.0,8,11,5,22,12,5,11,3,7,15,34,1,1,3,0,5,1
761,2,79146.0,33,245,16,223,21,43,16,8,6,9,48,2,1,3,0,11,2
762,3,78285.0,13,647,107,391,175,67,40,6,3,15,27,0,0,2,0,15,0
763,4,31626.0,12,39,1,9,2,1,34,2,7,20,37,1,1,2,1,4,1
764,2,75127.0,92,203,35,305,46,17,227,2,1,8,63,0,0,1,0,17,0
765,2,48726.0,90,138,3,38,4,0,59,3,6,21,60,1,1,3,0,9,3
766,2,74985.0,8,587,51,898,247,0,86,3,2,28,38,0,0,2,0,14,0
767,2,67430.0,6,595,97,291,127,133,121,11,6,28,28,0,0,2,0,18,0
768,0,46891.0,91,43,12,23,29,15,61,2,4,16,50,1,1,3,0,6,1
769,3,62058.0,52,301,7,74,10,0,58,6,6,20,59,1,1,3,0,12,2
770,2,72063.0,3,180,32,348,76,32,90,5,2,18,36,1,1,3,0,16,2
771,4,78939.0,57,794,115,243,150,0,205,8,3,13,64,0,0,2,0,12,0
772,2,42720.0,9,392,5,91,28,26,112,7,8,21,50,2,1,3,0,18,2
773,2,33622.0,22,39,1,22,3,4,12,2,7,21,43,2,1,4,0,7,3
774,4,6835.0,76,107,2,12,2,2,12,0,20,25,58,1,1,3,0,1,1
775,2,41452.0,86,13,0,3,0,0,0,1,7,22,62,2,1,4,0,3,3
776,4,40760.0,64,70,0,17,0,0,6,2,6,17,50,1,1,2,0,6,3
777,4,74250.0,90,680,11,392,75,0,0,2,1,12,57,0,0,2,0,16,0
778,3,51124.0,79,26,1,11,0,1,4,1,3,13,60,2,1,3,0,5,3
779,2,72258.0,28,522,0,522,227,120,134,6,2,16,44,1,1,2,0,16,0
780,4,71466.0,86,412,12,546,78,182,0,4,1,9,41,0,0,1,0,15,0
781,2,36283.0,42,6,5,5,8,0,5,1,4,9,39,2,1,4,0,5,3
782,2,20587.0,39,2,3,6,4,1,9,1,7,8,45,1,1,2,0,4,1
783,2,30467.0,8,1,3,8,2,5,5,1,7,10,43,1,1,3,0,3,1
784,2,31590.0,40,6,2,15,6,6,3,1,8,19,43,1,1,3,0,4,1
785,1,20425.0,5,4,12,5,3,16,17,2,7,27,29,1,1,3,0,5,1
786,3,17144.0,96,18,2,19,0,2,6,3,7,11,55,2,1,4,0,9,3
787,4,42564.0,28,324,48,186,39,18,198,6,7,24,47,1,1,2,1,18,2
788,3,43783.0,22,327,9,125,25,4,139,7,7,8,37,1,1,3,1,15,2
789,2,40780.0,30,229,27,71,13,3,34,7,9,28,39,1,1,2,0,10,1
790,3,62847.0,45,521,168,706,80,76,61,3,2,24,70,0,0,2,0,11,0
791,4,82017.0,58,184,23,446,30,23,23,5,2,26,58,0,0,2,3,12,0
792,2,16813.0,49,4,8,11,12,2,13,2,7,18,65,0,0,1,1,4,1
793,2,51267.0,37,183,2,64,7,2,12,3,4,15,37,2,1,4,0,12,3
794,2,46524.0,70,31,19,35,26,14,52,1,3,21,54,1,1,2,0,8,1
795,3,45183.0,33,219,3,60,12,9,12,4,7,24,53,0,0,1,1,9,1
796,4,70421.0,98,479,28,136,75,14,35,10,6,7,61,1,1,3,0,13,2
797,0,60161.0,17,584,44,212,46,8,177,11,8,27,50,1,1,2,0,15,2
798,2,73926.0,54,627,91,597,159,91,15,6,3,22,42,0,0,2,0,18,0
799,2,19329.0,39,24,1,16,12,2,5,4,8,13,47,1,1,3,0,6,1
800,3,61872.0,81,330,5,159,36,27,16,4,4,13,45,1,1,3,0,17,2
801,2,46984.0,71,19,1,10,2,1,8,1,5,22,59,2,1,3,0,4,3
802,2,34838.0,62,28,23,29,29,14,47,2,6,24,64,2,1,4,0,8,3
803,4,82716.0,8,606,148,228,15,148,22,6,2,14,71,0,0,1,0,22,0
804,2,48192.0,76,1039,43,204,153,58,29,2,8,21,57,0,0,2,3,23,0
805,3,49681.0,66,411,0,26,0,0,21,7,7,14,39,2,1,4,0,14,3
806,3,56850.0,83,34,1,19,2,7,0,1,2,10,44,1,1,3,0,5,3
807,2,55267.0,28,161,28,136,32,3,45,3,3,15,58,1,1,3,0,14,3
808,2,59666.0,87,623,53,178,23,17,133,3,8,22,43,2,1,4,1,17,2
809,2,72504.0,43,604,26,470,123,161,94,5,2,21,43,1,1,2,0,17,0
810,2,26872.0,0,3,10,8,3,16,32,1,6,15,34,0,0,2,0,4,1
811,2,21359.0,1,12,2,17,6,1,10,2,8,21,43,1,1,2,0,5,1
812,2,73170.0,1,184,174,256,50,30,32,5,2,8,40,0,0,1,0,11,0
813,3,52750.0,72,393,0,239,90,69,69,5,4,23,60,1,1,3,0,22,2
814,4,91820.0,72,410,73,747,76,161,30,5,1,14,29,0,0,2,0,17,0
815,4,65968.0,12,376,9,83,19,4,4,5,3,8,45,1,1,3,0,13,3
816,2,30772.0,89,7,2,4,2,1,4,1,6,10,39,2,1,4,0,3,3
817,2,22507.0,67,68,0,226,51,157,68,10,9,26,61,0,0,1,0,9,2
818,2,65685.0,54,642,14,49,0,7,57,9,5,10,43,1,1,3,0,12,2
819,0,25804.0,34,8,7,9,13,6,12,2,8,16,37,1,1,3,0,5,1
820,4,76412.0,15,840,53,804,23,71,17,5,3,20,35,0,0,1,2,13,0
821,2,22063.0,43,7,10,13,3,11,11,2,7,17,43,1,1,3,0,5,1
822,2,57091.0,0,464,5,64,7,0,37,7,5,7,54,0,0,1,1,11,0
823,2,22419.0,74,30,3,47,19,21,42,3,8,21,52,0,0,2,0,5,1
824,2,87771.0,61,1492,38,287,50,57,33,5,6,20,56,1,1,3,4,15,2
825,0,78353.0,51,752,122,476,39,153,34,10,8,21,56,1,1,2,0,14,2
826,2,93404.0,97,1279,15,287,20,0,15,3,5,20,61,3,1,5,2,14,2
827,2,37859.0,75,22,1,8,2,1,2,1,8,24,53,3,1,4,0,5,3
828,4,80995.0,83,860,28,409,73,56,56,8,4,20,57,1,1,2,0,14,2
829,2,16529.0,23,3,0,5,13,0,1,1,6,10,31,1,1,3,0,4,1
830,4,55412.0,65,10,5,28,11,1,8,2,5,14,39,2,1,3,0,4,3
831,2,48789.0,94,351,16,156,7,5,145,6,6,28,23,0,0,1,0,12,1
832,4,56575.0,42,421,5,90,0,16,10,7,5,20,48,2,1,4,0,13,3
833,0,25130.0,10,2,5,7,0,18,18,2,7,15,35,1,1,3,0,5,1
834,2,35441.0,94,25,1,9,2,1,1,1,8,23,48,2,1,4,0,5,3
835,2,71391.0,50,336,123,274,46,123,141,6,3,22,59,1,1,3,0,22,2
836,3,49494.0,46,191,9,97,0,6,82,6,7,21,43,1,1,2,0,8,3
837,2,81702.0,98,563,50,774,28,31,187,7,3,28,35,0,0,1,0,20,0
838,0,45889.0,42,31,0,6,0,1,8,1,6,18,35,1,1,2,0,4,1
839,2,56628.0,30,479,5,82,7,17,171,7,5,10,38,1,1,2,1,13,2
840,2,34026.0,11,18,6,15,12,8,17,2,5,17,65,2,1,4,0,7,3
841,2,40049.0,61,91,65,52,10,44,28,3,5,26,41,1,1,3,0,11,1
842,2,34176.0,12,5,7,24,19,14,20,3,6,8,27,1,1,2,0,8,1
843,2,19419.0,76,2,14,28,16,3,7,4,9,26,34,1,1,3,0,7,1
844,0,82504.0,2,362,50,431,134,35,54,3,1,18,55,0,0,2,0,14,0
845,2,81205.0,43,724,74,929,97,55,130,5,2,12,45,0,0,2,3,14,0
846,0,61618.0,27,605,91,399,0,45,205,3,3,28,24,0,0,1,0,16,0
847,3,55284.0,60,547,7,140,0,7,63,7,5,25,59,1,1,2,0,16,2
848,2,49980.0,79,104,1,54,13,9,14,3,5,15,52,1,1,2,0,8,3
849,2,15072.0,96,8,2,15,0,10,18,3,5,20,35,2,1,4,0,8,3
850,2,49166.0,17,224,2,25,7,0,110,5,6,19,41,1,1,2,0,8,1
851,4,65324.0,0,384,0,102,21,32,5,6,4,12,61,1,1,3,0,14,3
852,0,82347.0,38,556,54,845,202,133,63,7,3,26,58,0,0,2,2,18,0
853,4,30843.0,43,24,0,2,0,0,9,1,5,8,49,2,1,4,1,5,3
854,4,46374.0,1,408,0,21,0,0,17,7,8,10,41,1,1,3,2,11,3
855,2,60474.0,25,265,199,303,234,9,170,10,7,21,36,1,1,2,0,21,2
856,3,38576.0,2,34,0,7,0,0,0,1,7,10,42,1,1,3,0,4,3
857,2,55357.0,66,374,64,116,84,25,64,6,5,23,30,2,1,4,0,16,2
858,2,37758.0,49,27,2,10,0,0,1,1,8,27,49,2,1,4,0,5,3
859,0,85710.0,5,600,20,350,29,30,33,6,2,20,26,0,0,2,1,20,0
860,2,23228.0,71,13,2,18,6,1,0,2,8,12,46,1,1,3,0,5,1
861,3,44602.0,35,167,2,89,0,0,34,6,8,11,46,2,1,4,0,11,3
862,2,7500.0,94,0,2,3,4,1,5,0,6,24,28,0,0,2,0,4,1
863,0,38683.0,80,46,35,69,84,41,66,4,7,27,26,1,1,3,0,13,1
864,0,49514.0,61,88,39,78,58,13,93,6,7,13,40,1,1,2,0,7,1
865,4,57906.0,29,243,11,119,10,3,15,4,4,19,42,1,1,3,0,13,3
866,3,43456.0,0,275,11,68,25,7,7,5,5,22,49,1,1,2,0,12,3
867,3,19485.0,80,6,0,4,0,0,0,1,7,16,29,2,1,3,0,3,1
868,2,53172.0,54,121,62,90,68,20,125,2,3,20,37,1,1,3,0,14,2
869,2,30545.0,71,4,12,15,19,7,12,2,7,27,36,1,1,3,0,5,1
870,4,70123.0,27,1308,0,396,23,0,0,5,3,16,32,0,0,2,2,12,0
871,2,62450.0,61,515,47,267,62,66,38,5,3,12,56,1,1,2,1,11,2
872,2,21675.0,55,4,0,16,17,4,4,4,7,7,39,1,1,3,0,6,1
873,0,42395.0,35,48,13,57,24,15,25,3,7,9,34,2,1,3,0,9,1
874,3,61346.0,34,562,58,168,43,16,142,5,3,15,37,1,1,3,0,18,2
875,2,80812.0,95,769,22,500,210,143,33,4,2,16,62,0,0,2,3,14,0
876,3,42835.0,64,379,4,93,12,9,98,6,6,19,44,2,1,3,0,17,2
877,2,39922.0,30,29,12,59,19,1,36,3,8,23,32,1,1,3,0,6,1
878,3,86424.0,12,387,68,569,89,45,68,6,1,9,59,0,0,1,0,22,0
879,0,17117.0,96,12,23,38,30,18,7,3,9,24,37,1,1,3,0,8,1
880,2,24762.0,16,6,10,12,3,15,40,3,8,11,43,1,1,2,1,6,1
881,2,35797.0,16,27,1,14,4,1,21,2,8,27,40,1,1,3,0,5,1
882,2,36627.0,78,9,1,5,0,0,1,0,5,18,40,2,1,3,0,4,3
883,0,51111.0,83,22,0,19,6,5,3,2,6,7,34,2,1,4,0,5,1
884,4,86857.0,96,899,102,838,133,102,40,5,2,28,43,0,0,1,0,17,0
885,4,82072.0,67,889,55,685,168,92,129,3,1,18,45,0,0,2,0,16,0
886,4,46231.0,87,189,2,55,0,5,12,6,9,26,62,3,1,4,0,9,3
887,2,42243.0,34,48,0,2,0,0,5,2,7,13,56,2,1,4,0,5,3
888,2,51195.0,46,230,14,156,82,24,58,9,8,21,53,2,1,4,0,15,2
889,3,68092.0,7,852,60,207,78,36,48,2,5,13,37,0,0,1,0,18,0
890,2,31814.0,73,35,3,20,4,1,20,2,9,23,42,1,1,3,1,5,1
891,3,51390.0,54,205,20,47,23,2,56,5,5,28,50,2,1,3,0,13,2
892,2,76630.0,93,255,31,446,40,56,175,3,1,12,32,0,0,2,0,22,0
893,1,26868.0,52,0,0,1,8,3,2,1,7,9,24,1,1,2,0,3,1
894,4,48948.0,53,437,8,206,160,49,42,7,6,23,72,0,0,1,1,17,0
895,4,55260.0,81,825,8,53,11,0,242,8,6,25,43,1,1,2,0,17,2
896,2,64090.0,8,316,58,161,76,51,135,6,5,17,59,1,1,3,0,14,2
897,2,78331.0,97,756,138,354,160,169,61,10,4,12,57,1,1,2,0,15,0
898,4,37087.0,50,194,55,134,15,0,3,4,6,17,41,1,1,3,0,13,3
899,2,21846.0,38,7,17,18,6,10,26,4,8,15,29,1,1,2,0,7,1
900,2,81320.0,61,183,33,493,59,103,57,4,2,23,57,0,0,2,0,14,0
901,2,54137.0,46,171,0,11,0,1,20,4,6,17,45,1,1,2,0,7,1
902,2,66825.0,73,243,101,405,29,40,40,4,2,18,48,0,0,2,0,12,0
903,2,57100.0,19,181,21,69,39,3,96,3,3,13,42,0,0,2,0,10,1
904,2,58917.0,10,151,7,89,0,7,28,4,5,22,46,3,1,5,0,12,3
905,2,85072.0,94,494,92,391,194,11,241,3,0,9,38,0,0,1,0,15,0
906,2,86429.0,10,464,28,873,29,18,37,7,2,14,54,0,0,1,1,11,0
907,2,45684.0,37,5,1,5,10,0,7,1,7,13,44,1,1,2,0,3,1
908,2,47889.0,94,29,0,29,0,5,4,2,5,12,41,1,1,3,0,4,1
909,4,45921.0,23,102,9,49,24,3,12,2,4,10,29,0,0,2,0,8,1
910,4,78420.0,75,604,28,674,91,28,28,3,1,19,49,0,0,1,0,19,0
911,2,75114.0,40,571,12,523,63,60,24,3,2,14,23,0,0,2,0,16,0
912,4,52278.0,24,953,0,71,0,0,174,10,8,24,52,1,1,2,0,21,2
913,3,35641.0,11,63,3,67,8,9,28,3,7,18,43,1,1,3,0,7,3
914,2,95529.0,29,770,29,890,250,27,24,7,3,25,21,0,0,1,1,11,0
915,2,62820.0,51,398,61,265,138,61,53,3,1,20,61,0,0,2,0,11,0
916,3,73113.0,86,741,19,154,50,9,28,3,2,13,55,0,0,2,0,12,0
917,4,84169.0,9,1478,19,403,0,19,0,7,3,17,33,0,0,2,2,13,0
918,0,42607.0,30,156,29,56,30,32,47,3,3,14,61,1,1,2,0,11,1
919,4,74637.0,73,960,64,464,146,0,16,6,3,20,61,0,0,1,1,19,0
920,4,46015.0,25,38,0,2,0,0,6,1,7,9,60,2,1,4,2,4,3
921,2,72354.0,67,315,26,473,220,12,182,2,1,21,22,0,0,1,0,17,0
922,3,39858.0,67,15,20,25,2,7,26,2,6,24,46,1,1,2,0,5,1
923,4,34469.0,58,19,6,20,0,5,12,1,4,8,67,2,1,4,0,8,3
924,2,83033.0,82,812,99,431,237,149,33,11,5,8,29,1,1,3,1,15,0
925,3,24401.0,98,73,28,217,10,24,115,6,8,29,36,0,0,2,0,10,1
926,2,77583.0,93,372,23,384,250,12,108,4,2,11,37,0,0,2,1,15,0
927,0,74116.0,53,871,111,704,145,55,166,4,2,13,33,0,0,1,1,15,0
928,2,74293.0,66,375,152,335,93,91,81,5,2,8,22,0,0,1,0,11,0
929,4,68397.0,6,760,80,466,17,13,80,6,3,14,39,1,1,3,0,15,2
930,4,79632.0,42,471,0,510,99,21,12,6,2,9,41,0,0,2,0,14,0
931,2,46107.0,78,31,9,27,16,9,33,1,3,11,26,1,1,2,0,6,1
932,4,64950.0,29,819,0,72,12,0,63,11,7,29,64,1,1,2,1,14,2
933,1,25443.0,82,1,4,3,8,9,7,1,8,25,26,1,1,3,0,4,1
934,2,75127.0,92,203,35,305,46,17,227,2,1,8,63,0,0,1,0,17,0
935,4,32892.0,78,26,0,15,2,1,2,3,8,8,44,1,1,3,0,5,3
936,2,71796.0,54,354,21,311,167,75,32,9,4,15,44,0,0,2,0,8,0
937,4,67536.0,45,1253,0,447,23,71,35,11,8,20,45,1,1,3,1,19,2
938,2,55239.0,59,371,17,238,23,24,106,7,5,18,44,1,1,2,0,19,2
939,4,60554.0,8,588,7,76,110,15,15,8,6,17,40,1,1,2,0,15,2
940,0,64831.0,51,480,86,249,75,86,144,6,6,19,63,2,1,3,0,16,2
941,4,56067.0,51,517,12,54,16,6,120,7,5,18,53,1,1,3,0,13,2
942,2,82025.0,76,267,98,606,48,70,98,3,1,20,32,0,0,1,1,9,0
943,2,94384.0,62,1111,24,790,160,45,172,5,2,22,62,0,0,2,3,13,0
944,1,14906.0,86,7,7,14,7,16,15,2,7,25,29,0,0,1,0,7,1
945,4,51563.0,60,1166,0,48,0,0,36,4,8,27,28,0,0,2,2,15,2
946,0,57937.0,56,261,42,144,55,48,133,4,3,11,33,1,1,3,0,16,2
947,2,68274.0,83,135,25,51,23,25,46,4,3,16,36,2,1,3,0,9,3
948,2,39771.0,92,6,2,18,2,8,14,2,4,13,38,1,1,3,0,4,1
949,0,67893.0,31,711,28,142,49,18,47,3,8,27,40,1,1,2,0,13,2
950,4,27922.0,80,11,0,13,2,4,11,2,4,8,36,1,1,3,0,4,3
951,4,52190.0,39,42,0,17,0,0,18,2,5,8,39,2,1,4,1,7,3
952,3,44051.0,20,79,7,58,6,3,18,3,6,24,42,2,1,3,0,9,3
953,4,42767.0,53,20,6,43,19,5,38,3,8,20,44,2,1,3,0,4,3
954,3,46106.0,84,30,0,8,2,0,14,1,6,8,39,2,1,4,0,4,3
955,4,16927.0,50,20,2,23,3,1,4,3,8,23,39,2,1,4,0,9,3
956,2,59754.0,96,115,27,44,4,146,139,5,5,25,50,1,1,3,0,11,2
957,2,53700.0,94,263,5,233,69,41,83,5,5,29,63,1,1,2,0,17,2
958,2,59041.0,25,69,2,15,2,2,6,2,5,8,42,2,1,4,0,6,3
959,4,54237.0,48,267,3,30,4,0,57,5,6,21,58,1,1,2,0,11,3
960,2,70647.0,65,561,85,171,25,123,114,4,2,28,48,1,1,2,0,22,2
961,4,52597.0,69,492,0,37,7,0,42,6,5,8,53,1,1,2,0,14,3
962,3,41021.0,12,14,7,9,6,16,12,2,6,25,46,1,1,3,0,5,3
963,4,40233.0,84,80,4,46,0,17,2,2,6,15,40,1,1,3,0,11,3
964,2,50183.0,47,97,12,84,13,10,15,3,5,7,35,2,1,4,0,14,3
965,2,54753.0,87,197,107,227,7,59,131,5,4,16,56,1,1,3,0,16,2
966,2,92955.0,35,693,21,925,31,24,84,6,2,17,42,0,0,2,2,17,0
967,2,33471.0,47,43,2,27,0,9,12,3,7,27,42,1,1,3,0,7,1
968,4,34596.0,48,14,0,2,0,0,7,1,8,21,41,1,1,3,0,3,3
969,2,44010.0,46,186,36,234,86,72,48,10,9,27,35,1,1,3,0,14,2
970,2,84219.0,27,434,137,400,45,137,45,3,1,11,27,0,0,2,0,15,0
971,4,40706.0,37,59,0,11,4,2,5,3,7,24,47,3,1,5,0,8,3
972,0,15716.0,8,16,5,30,8,7,26,3,8,26,27,1,1,3,0,7,1
973,0,59052.0,29,230,35,75,63,57,31,7,5,14,56,1,1,2,0,11,2
974,3,80573.0,85,829,138,430,60,92,15,4,2,27,44,0,0,2,0,20,0
975,2,83715.0,2,318,8,407,150,35,8,2,0,11,53,0,0,2,0,22,0
976,3,82576.0,66,1206,55,445,168,18,18,2,1,29,56,0,0,2,1,17,0
977,3,56962.0,60,292,3,77,10,3,26,6,7,15,50,3,1,5,0,15,3
978,2,35704.0,54,30,9,12,2,11,30,2,4,12,63,2,1,4,0,7,3
979,2,53103.0,70,729,17,133,11,0,195,10,7,16,61,1,1,3,1,18,2
